#{"t_start": 1780398861.2305164, "env_id": "None"}
r,l,t
36.776394,29,2919.782999
37.308743,29,2919.906929
36.88946,30,2920.009903
14.658657,85,2920.009935
31.87321,44,2920.130093
38.75338,22,2920.2557
15.989601,68,2920.255729
-74.470894,200,2920.352456
26.508257,84,2920.487209
1.332542,128,2920.597248
36.951557,30,2920.745672
11.417023,100,2920.890795
26.410042,46,2921.002472
-15.470575,106,2921.002532
38.999245,26,2921.129334
-2.5094342,111,2921.273921
39.373676,23,2921.422381
35.08027,43,2921.555503
-629.09735,200,2921.555542
24.789434,60,2921.657983
-7.518579,132,2921.783592
-301.80444,200,2921.967947
38.75823,28,2922.077814
33.8007,30,2922.201912
-13.341426,112,2922.332114
-15.270322,111,2922.456601
-87.265495,200,2922.603746
40.00843,24,2922.603786
-118.79716,200,2922.721079
11.360768,94,2922.8408
15.741938,68,2922.840845
-1.2468272,120,2922.971427
38.279022,29,2923.074148
-100.56948,200,2923.214121
27.943735,55,2923.348281
-114.062645,200,2923.4571
27.362743,49,2923.563042
25.24295,65,2923.706862
36.159863,30,2923.706906
9.122361,85,2923.829362
41.502148,18,2923.829394
-113.85301,194,2923.8294
-2.3105025,93,2923.957427
36.005486,31,2924.075964
-40.142612,134,2924.203012
15.004263,80,2924.341022
14.333108,110,2924.456561
27.375631,53,2924.579309
42.2275,19,2924.696136
28.77793,61,2924.696178
36.31899,31,2924.821858
39.04876,24,2924.94629
-19.346037,176,2925.053184
2.1655428,103,2925.169964
32.73867,36,2925.287614
29.326588,50,2925.406509
33.182262,38,2925.530058
34.053143,42,2925.671308
32.60142,45,2925.82148
25.388113,55,2925.821527
-12.551726,119,2925.94847
29.978899,47,2926.117116
33.300144,37,2926.26509
35.223904,31,2926.401668
16.774673,71,2926.526004
35.104263,34,2926.660433
36.46331,31,2926.801356
37.3061,28,2926.96534
17.600744,79,2927.111221
40.617058,18,2927.236896
28.893787,51,2927.355294
33.799984,31,2927.473369
20.72185,69,2927.578663
16.217045,90,2927.578692
-36.655785,119,2927.69943
38.805412,28,2927.860879
-6.8801446,146,2927.960126
8.168878,97,2928.069589
41.412354,22,2928.219725
22.145657,57,2931.177896
34.32247,47,2931.316323
4.3087792,126,2931.42839
7.7464876,83,2931.538651
-15.023958,125,2931.688715
-97.7384,200,2931.813883
-5.193704,137,2931.813926
36.961082,38,2931.940838
41.502552,21,2932.046175
37.334717,27,2932.146042
18.50332,77,2932.315363
37.95934,27,2932.315403
41.24653,20,2932.472945
17.908466,74,2932.603429
37.220585,32,2932.769308
17.46923,74,2932.913644
33.376812,40,2933.013556
21.148407,60,2933.128037
34.419254,34,2933.269927
28.952808,55,2933.384495
38.99328,28,2933.497295
20.362793,80,2933.604422
31.260286,45,2933.715309
37.643208,28,2933.846324
27.019579,46,2933.973221
39.471207,29,2933.973254
40.33084,27,2934.105362
-6.3825393,96,2934.221181
40.793316,20,2934.332237
12.630607,76,2934.459274
36.11392,29,2934.594968
20.38888,86,2934.724066
-21.19365,135,2934.852791
31.94042,41,2934.852823
-22.619528,143,2934.991892
-34.006886,191,2935.118327
-90.46522,200,2935.11836
37.37058,24,2935.223636
2.8907492,130,2935.348114
38.868225,32,2935.348155
37.089306,33,2935.466509
38.098015,30,2935.588583
31.973438,41,2935.698243
0.22708346,115,2935.805786
24.96212,70,2935.931349
38.166595,29,2936.091444
39.58343,25,2936.213754
-33.89835,193,2936.35036
37.597363,28,2936.350394
38.560097,21,2936.483481
35.810966,31,2936.649305
36.9793,33,2936.764284
27.464373,53,2936.909186
7.5197067,104,2936.909223
36.905373,36,2936.90923
-129.23251,200,2937.042713
37.208538,24,2937.042749
34.281563,39,2937.162711
9.495423,80,2937.288852
36.733727,32,2937.389458
8.387705,93,2937.504007
30.687088,48,2937.504042
11.449836,89,2937.641875
-0.9695081,103,2937.641909
38.263092,29,2937.641916
37.560482,32,2937.756319
14.021338,98,2937.891231
-40.301178,146,2938.052376
40.09632,19,2938.16678
40.94038,26,2938.297234
37.50751,32,2938.441336
38.982643,24,2938.554732
32.281742,37,2938.676268
38.928802,23,2938.793334
36.527874,35,2938.793375
-19.156002,167,2938.896543
33.35242,40,2939.040802
33.093166,53,2939.040842
-177.87148,200,2939.162441
33.88696,36,2939.28437
15.050181,79,2939.432618
-107.87852,200,2939.542448
37.71631,33,2939.65863
40.583233,18,2939.765586
-22.733648,118,2939.899111
31.066319,54,2940.027718
26.739977,51,2940.02775
26.852434,61,2940.135818
28.585983,43,2940.250573
28.821789,51,2940.367688
-151.88281,200,2940.36774
14.223016,81,2940.477145
19.068981,90,2940.603066
34.81925,32,2940.60312
38.803104,29,2940.603126
-39.17309,175,2940.721094
39.126553,23,2940.830169
24.250765,69,2940.968188
37.934505,27,2941.083297
37.082706,26,2941.206411
12.120672,72,2941.328959
27.116423,49,2941.441004
23.704062,58,2941.584967
40.829082,21,2941.585003
28.351854,37,2941.690862
34.53712,34,2941.794201
34.438915,36,2941.90712
36.288906,32,2942.052845
38.042427,36,2942.187758
37.66399,22,2942.325892
31.470888,43,2942.446721
38.399033,29,2942.548675
31.962088,43,2942.666812
39.593216,19,2942.66686
26.575373,65,2942.796685
-46.054928,146,2942.943879
-40.365532,192,2942.943927
38.83185,23,2943.052094
34.6411,44,2943.184163
2.1029837,96,2943.310572
32.367653,39,2943.422858
12.444625,99,2943.557163
29.73262,58,2943.557215
12.64729,91,2943.693494
39.14064,21,2943.806653
28.671661,67,2943.935226
39.164444,24,2943.935272
14.178529,100,2944.041994
18.596941,71,2944.200921
-20.612589,131,2944.324966
2.9504075,105,2944.431887
35.089687,38,2944.558321
27.508602,54,2944.558377
34.742622,44,2944.694425
34.564896,35,2944.694472
11.996837,89,2944.694484
31.456789,43,2944.816782
-156.19002,200,2944.917093
42.26165,22,2945.021524
37.589813,34,2945.155975
40.906174,20,2945.28513
23.660002,53,2945.285166
36.99255,32,2945.396796
14.585129,60,2945.501857
-23.742834,155,2945.613709
23.695236,59,2945.613744
-1.1062926,81,2945.745677
40.210133,19,2945.745715
35.408405,29,2945.873798
36.492023,24,2946.028308
9.857781,100,2946.161987
11.744933,88,2946.162025
33.193363,39,2946.310395
18.140179,69,2946.47982
0.3800796,90,2946.642075
32.648434,41,2946.642117
-609.32416,200,2946.784004
40.60615,22,2946.935587
-20.128544,140,2947.08228
33.566513,43,2947.204864
23.27902,70,2947.204906
23.121408,69,2947.339812
37.779858,20,2947.469747
22.904741,70,2947.469788
35.41149,35,2947.592577
37.484596,34,2947.759732
33.39796,38,2947.932456
22.643028,69,2947.932508
31.863316,38,2948.077131
39.77803,23,2948.224926
33.017017,45,2948.363038
-23.268251,125,2948.363072
29.735748,38,2948.494792
36.227356,28,2948.618024
-2.1109772,114,2948.725132
15.50678,87,2948.851203
31.177856,46,2948.972994
22.929655,75,2949.13067
35.334137,33,2949.263101
30.137436,36,2949.420972
31.979876,36,2949.421009
32.69631,41,2949.576872
34.43464,48,2949.576913
38.278732,24,2949.711148
21.080555,50,2949.846986
4.3158245,94,2949.847021
4.8796597,103,2949.994709
3.0582433,92,2950.156935
32.543667,45,2950.320202
41.202286,30,2950.320245
34.080395,44,2950.468144
36.53129,31,2950.599011
23.082794,65,2950.711884
37.752247,29,2950.843401
37.576633,31,2950.965533
19.323719,62,2951.118263
39.24738,26,2951.242747
40.51715,20,2951.242789
41.12032,28,2951.347338
39.4759,27,2951.450029
42.21607,22,2951.577382
38.510437,25,2951.713113
10.750404,92,2951.852333
-4.7732825,122,2951.987058
39.93277,27,2952.137454
39.639526,23,2952.299493
41.44358,24,2952.299533
35.561813,46,2952.42767
25.86449,58,2952.582422
38.055542,31,2952.582458
39.503345,29,2952.712318
34.88087,39,2952.855401
34.33441,46,2952.971796
-8.640096,119,2953.102156
37.966206,24,2953.102193
3.6343684,90,2953.247986
35.50623,33,2953.248037
-15.135955,134,2953.385697
11.347929,78,2953.57233
40.79734,21,2953.572372
4.9029922,108,2953.687433
8.761066,92,2953.687473
31.045628,45,2953.833255
-31.678146,153,2953.974579
38.637012,25,2953.974624
28.485764,50,2954.079202
19.279888,68,2954.199683
36.636528,31,2954.370865
-1.5078485,105,2954.494286
39.782276,23,2954.653183
1.7866254,125,2954.653223
36.39547,33,2954.65323
37.835217,30,2954.787691
18.940516,55,2954.951262
30.79662,52,2955.079728
35.95335,35,2955.212813
19.374763,69,2955.324811
35.7627,36,2955.467968
27.624815,33,2955.61059
41.010803,19,2955.766855
40.51411,22,2955.888682
5.455949,111,2955.994107
2.6675394,116,2956.137686
36.62481,35,2956.137723
-10.642995,142,2956.284536
40.162792,19,2956.428875
34.21054,34,2956.569348
15.018377,84,2956.670633
33.694427,42,2956.779044
16.538626,59,2956.927253
25.995312,50,2957.067962
39.92199,30,2957.208832
24.649025,68,2957.334081
37.514107,24,2957.334127
27.163761,53,2957.334132
39.06228,25,2957.457444
34.435272,34,2957.568008
-116.432495,200,2957.72679
14.59605,86,2957.726838
39.011322,22,2957.840119
17.81847,71,2958.001243
37.501427,26,2958.001278
-20.248613,149,2958.138752
35.774933,30,2958.138786
38.341183,25,2958.249014
-16.345629,101,2958.389141
1.4580988,113,2958.389182
38.755424,26,2958.506381
-87.41464,200,2958.64643
27.11801,53,2958.784236
-1.5207039,93,2958.897501
-8.844181,118,2959.043228
33.74538,39,2959.043267
35.286255,28,2959.162961
-53.783222,145,2959.271113
-22.99227,133,2959.379705
40.81676,18,2959.48856
20.282314,77,2959.6292
38.421436,25,2959.629246
9.003521,104,2959.771013
24.073835,61,2959.920213
5.0955396,95,2960.07152
-2.5586395,109,2960.190656
37.413692,24,2960.1907
38.995018,20,2960.333534
29.647043,49,2960.333571
32.823147,52,2960.459271
27.714336,47,2960.614071
39.862938,21,2960.755495
21.050615,80,2960.883348
38.23793,20,2961.004643
-39.674133,199,2961.125177
39.923782,19,2961.240051
38.869102,24,2961.34758
36.153954,27,2961.495187
33.041374,47,2961.641207
38.636524,22,2961.64124
-23.149832,110,2961.64125
15.1441,76,2961.750009
-99.0387,200,2961.879596
11.903186,77,2962.024892
27.769138,45,2962.024929
34.804443,27,2962.144869
38.110832,25,2962.261851
-121.629265,200,2962.26189
33.445377,49,2962.386878
-113.99113,200,2962.499529
37.37859,35,2962.617302
29.915121,44,2962.739002
6.513966,107,2962.849042
-32.90723,134,2962.952447
-70.180534,200,2963.096961
38.95594,24,2963.228657
35.525074,30,2963.22869
35.00916,43,2963.371414
34.580406,37,2963.492634
41.43418,26,2963.492668
-3.6123278,111,2963.588676
-2.6563232,132,2963.718717
21.886406,75,2963.718747
40.308273,18,2963.718754
-29.92133,123,2963.847577
37.55425,28,2963.983454
34.586376,36,2963.983488
24.4328,71,2963.983495
39.50323,21,2964.11433
31.084387,40,2964.238681
33.61486,44,2964.370381
15.250762,94,2964.49349
32.086533,44,2964.615804
3.754933,105,2964.764145
38.906967,25,2964.902245
39.318462,21,2964.902278
20.12722,65,2965.03584
31.701828,34,2965.166833
36.25004,31,2965.293521
40.004,26,2965.416945
32.826668,41,2965.521979
38.655792,28,2965.652172
33.067204,42,2965.652205
1.649929,121,2965.788917
32.45892,36,2965.916312
27.85733,45,2966.041775
-129.38295,200,2966.166436
37.736656,29,2966.271637
34.500217,32,2966.386989
42.365196,23,2966.494131
13.144499,81,2966.594589
19.783098,71,2966.722391
11.590596,92,2966.722433
22.872921,59,2966.829552
28.926363,44,2966.954548
-6.55745,74,2967.064831
37.571705,29,2967.192034
33.63024,43,2967.328894
38.15962,20,2967.451145
39.67268,24,2967.596898
-13.479029,125,2967.7004
31.040506,46,2967.852081
-19.05267,138,2967.979409
32.618237,35,2967.979449
24.44073,67,2968.140109
-113.39741,200,2968.256751
28.783443,55,2968.431415
-29.844778,133,2968.431454
33.74634,37,2968.537515
24.532757,64,2968.537641
-5.90121,118,2968.663319
34.13102,29,2968.784947
26.201628,55,2968.895267
37.872406,28,2969.020354
32.849712,43,2969.020391
38.678078,24,2969.138397
24.037169,60,2969.249787
40.413555,20,2969.356489
35.329468,31,2969.511367
-31.133495,128,2969.511411
8.6925535,116,2969.618031
25.689995,66,2969.618067
38.804455,23,2969.741821
37.51893,35,2969.835532
31.091753,41,2969.958883
32.65998,37,2970.093274
23.436045,65,2970.093333
-151.79288,200,2970.202185
32.48177,38,2970.315875
33.222046,32,2970.411444
33.501015,41,2970.517467
-8.674337,121,2970.623735
41.13094,20,2970.727505
39.229572,24,2970.864819
38.697193,24,2970.86486
29.02255,44,2971.019037
-104.72362,200,2971.138643
29.12388,48,2971.138676
21.115768,73,2971.271487
41.46039,22,2971.37247
20.430243,71,2971.488684
39.84034,26,2971.488721
20.452932,79,2971.648863
36.9236,31,2971.803993
39.482346,33,2971.804037
24.375216,57,2971.921939
32.509075,41,2972.059908
-4.3769526,128,2972.170428
-27.141022,182,2972.304943
38.79108,30,2972.304982
-98.58708,200,2972.405502
34.594734,43,2972.527181
39.709343,24,2972.640667
41.771984,20,2972.739712
32.9791,36,2972.869343
-70.97061,200,2972.997392
22.920668,39,2973.102272
35.58873,42,2973.102312
31.556444,43,2973.234341
28.229492,64,2973.234373
39.994022,22,2973.350619
36.069294,35,2973.485637
-24.647348,167,2973.485685
30.763346,51,2973.485691
41.642857,20,2973.611192
5.3983526,124,2973.738489
40.44633,20,2973.844721
40.50451,22,2973.968813
36.759026,34,2974.074864
38.833065,28,2974.2218
24.50056,51,2974.346623
36.305172,27,2974.487079
42.237534,17,2974.487113
-4.2238235,106,2974.597178
10.760688,92,2974.730631
38.78387,25,2974.882813
37.134365,31,2975.01782
31.554316,39,2975.124358
33.09464,42,2975.272987
35.16057,33,2975.378755
-21.436731,144,2975.493215
39.763287,23,2975.596307
-11.829587,126,2975.704452
-0.5007713,110,2975.817033
-54.04806,184,2975.960988
14.07887,80,2976.084731
38.877666,26,2976.195332
38.845646,22,2976.328983
34.637543,36,2976.329017
36.407784,33,2976.481606
-114.51365,200,2976.620714
41.528816,19,2976.724898
-54.487244,153,2976.848829
6.436905,96,2976.848868
21.051548,92,2976.973224
18.052198,72,2977.131485
18.122467,72,2977.131519
35.032215,30,2977.264285
36.5136,37,2977.394541
12.943337,64,2977.394573
39.127262,29,2977.539582
-5.007878,86,2977.539617
35.114155,36,2977.539623
-20.101622,159,2977.655091
35.19892,40,2977.776485
31.873184,47,2977.887795
10.962725,102,2977.996866
28.842386,56,2978.134684
34.234463,35,2978.134716
26.980907,61,2978.260438
15.294976,97,2978.381795
31.118317,38,2978.488966
-44.968052,197,2978.62387
25.96506,52,2978.754643
14.263776,70,2978.875422
37.422634,29,2979.008675
37.08657,26,2979.1048
39.551086,28,2979.229984
-36.73089,180,2979.357237
39.582882,20,2979.357272
-80.1369,200,2979.476755
26.571352,58,2979.584012
20.226376,71,2979.69184
34.066936,39,2979.814526
38.612473,25,2979.963747
39.603855,29,2980.102174
26.066542,60,2980.22453
30.417885,42,2980.33838
38.61515,25,2980.445894
40.932964,20,2980.579005
17.310556,69,2980.579046
-15.895734,119,2980.715033
35.054363,35,2980.852369
28.705019,59,2980.982658
32.228283,42,2981.136597
-10.233491,136,2981.136634
35.334,33,2981.26234
28.088858,57,2981.394725
38.210007,30,2981.394754
-46.333344,156,2981.394759
39.44008,19,2981.394763
-588.0463,200,2981.516721
2.4563367,124,2981.647554
36.895866,32,2981.781756
40.73761,18,2981.909421
40.453518,28,2981.909491
37.72846,22,2982.025424
29.466166,43,2982.176273
11.495472,78,2982.290891
36.054382,29,2982.420626
29.055683,47,2982.420667
38.47407,24,2982.548221
40.15318,22,2982.681131
36.03624,29,2982.681187
42.10442,19,2982.81972
40.786667,21,2982.955818
2.4312456,98,2982.955858
16.642836,77,2983.087712
17.805454,98,2983.236569
19.064623,66,2983.362251
32.61939,56,2983.491455
7.8655105,94,2983.612552
40.434433,19,2983.773508
34.342968,42,2983.918399
39.5826,24,2983.918441
3.4362118,58,2984.050075
37.470673,32,2984.050112
39.83051,25,2984.189779
31.43748,56,2984.189813
30.967642,55,2984.332871
36.7555,24,2984.46489
24.642275,72,2984.605834
-12.893099,140,2984.605874
34.08495,39,2984.743792
-13.104712,163,2984.862852
39.54629,29,2984.980195
26.295912,53,2985.113827
38.556866,21,2985.230557
-89.813774,200,2985.35469
31.709703,53,2985.354733
34.06357,34,2985.51399
24.352634,61,2985.649206
19.456816,62,2985.649245
-11.69742,120,2985.757519
36.338764,32,2985.890555
37.778187,29,2986.024415
35.08627,38,2986.204401
39.713768,25,2986.204446
29.184366,47,2986.347118
4.564613,106,2986.47185
35.301834,30,2986.471892
-1.99245,105,2986.471901
36.003555,36,2986.603467
40.883858,21,2986.721427
3.4324245,116,2986.721459
27.271164,58,2986.856741
35.920475,29,2986.991896
16.054577,83,2987.110175
39.416283,23,2987.231998
41.05348,20,2987.392164
35.30547,33,2987.514272
5.747409,102,2987.661898
38.76131,29,2987.79207
-14.670662,144,2987.904889
22.57657,71,2988.046348
17.995821,60,2988.04639
-20.985483,152,2988.186528
38.715958,22,2988.339381
34.96781,31,2988.339417
35.1825,37,2988.497406
40.892246,20,2988.626232
18.013836,70,2988.740301
21.270588,87,2988.851365
19.398603,85,2988.971692
38.57361,25,2989.110078
-61.64225,200,2989.22815
30.021597,48,2989.343276
40.60409,24,2989.486339
12.107935,82,2989.486377
39.847054,22,2989.643409
25.728788,53,2989.779224
-5.685992,104,2989.91256
36.375153,31,2990.0439
-0.4232887,114,2990.159577
-1.0895545,95,2990.28991
35.665173,42,2990.289948
30.360008,46,2990.39197
38.471355,26,2990.504795
26.204565,66,2990.642197
37.510418,25,2990.757735
-26.401413,152,2990.900894
30.483025,43,2990.900949
32.972263,37,2991.009163
36.458366,28,2991.157733
-13.019594,123,2991.289979
37.287663,29,2991.290011
-75.42577,200,2991.41786
-91.41838,200,2991.417894
31.88308,45,2991.550444
7.312056,82,2991.668268
30.515211,43,2991.668303
-5.0513873,117,2991.797722
37.59905,30,2991.944627
27.443094,74,2991.944669
39.853207,23,2992.066596
40.388435,22,2992.066627
39.622707,26,2992.182177
31.954859,34,2992.339226
-10.2573,127,2992.498578
1.266713,76,2992.613591
32.369675,57,2992.739625
15.316363,78,2992.883675
38.188236,27,2993.043299
34.894398,30,2993.043333
39.260906,26,2993.043339
8.399325,94,2993.1846
35.247486,31,2993.325727
8.123142,93,2993.440635
38.978054,22,2993.557466
25.087465,60,2993.663915
22.16118,63,2993.786455
36.724464,28,2993.947274
30.721521,38,2994.075849
31.38308,37,2994.213606
35.57505,38,2994.326735
41.907017,17,2994.438234
18.585316,95,2994.565561
26.663992,52,2994.702186
39.407516,22,2994.821666
-41.584023,155,2994.82172
1.641713,120,2994.921169
26.523876,58,2995.038777
16.88867,73,2995.143204
15.892039,86,2995.257426
34.57508,39,2995.257466
28.008825,62,2995.383166
39.503628,23,2995.495483
34.253582,37,2995.676301
22.07102,56,2995.837079
14.537996,78,2995.837124
38.713276,26,2995.95062
32.68519,48,2996.077933
32.463566,45,2996.077969
40.7524,24,2996.211878
-119.19275,200,2996.351398
-9.328182,158,2996.351432
4.1953225,94,2996.483425
23.301807,55,2996.603046
23.93837,69,2996.712472
26.321808,71,2996.838596
39.88337,19,2996.952915
34.009068,32,2996.952965
20.303474,79,2997.103058
39.603996,23,2997.215616
33.21646,56,2997.358242
37.753464,26,2997.358275
36.697365,26,2997.505901
-14.367854,135,2997.66876
30.324081,53,2997.78529
40.055145,22,2997.785334
20.595596,66,2997.895532
33.998833,41,2997.895569
39.806774,33,2998.024487
34.521854,37,2998.137861
40.39713,18,2998.230761
21.21477,63,2998.352233
-66.10897,200,2998.472233
36.525066,32,2998.585592
7.60213,113,2998.711994
32.90674,48,2998.712031
-147.78163,200,2998.832355
32.073612,41,2998.832392
0.8258336,107,2998.973747
39.809566,26,2999.122894
32.978333,32,2999.268613
-7.780064,149,2999.268651
36.233906,31,2999.384061
36.269585,37,2999.51472
40.599335,21,2999.686544
-4.551951,121,2999.686592
38.947605,26,2999.803426
40.001823,20,2999.927887
-6.3089914,101,3000.092271
26.361162,65,3000.092312
32.058735,39,3000.234944
7.437273,95,3000.355072
21.94491,84,3000.489986
40.11597,22,3000.612614
-2.9832613,135,3000.710614
27.392387,56,3000.830472
40.145145,23,3000.963049
-188.38835,200,3000.963079
18.344484,74,3000.963084
33.40287,31,3001.090747
17.505053,106,3001.245703
11.640233,103,3001.351567
10.893824,80,3001.461672
20.002789,76,3001.5649
25.369545,72,3001.685773
-34.576294,166,3001.790982
28.606054,44,3001.935544
16.73536,92,3002.113196
18.18633,81,3002.287807
36.826054,28,3002.424162
39.589985,20,3002.424194
28.16579,48,3002.54968
30.09019,50,3002.679839
19.244328,74,3002.831606
17.24231,64,3002.831641
40.724377,20,3002.831648
34.24733,32,3002.943872
-308.8624,200,3003.071065
36.082767,29,3003.218569
-25.817682,138,3003.218612
32.549126,35,3003.34244
12.057639,97,3003.490099
39.099506,21,3003.611937
17.110046,85,3003.746577
-10.41183,144,3003.746609
29.232079,47,3003.746616
40.74215,23,3003.889058
38.749187,25,3004.023531
36.433876,38,3004.023565
34.899513,47,3004.144483
14.597943,82,3004.278671
35.393345,46,3004.400091
34.014088,37,3004.512828
20.538315,53,3004.655905
38.766487,24,3004.761502
38.486267,27,3004.874413
39.64528,20,3004.98817
35.761116,34,3005.087935
41.24243,20,3005.207767
39.140045,23,3005.302954
32.291836,39,3005.420132
31.974627,41,3005.551922
-94.19956,200,3005.551971
38.413242,29,3005.651867
35.50655,29,3005.808925
4.1831174,93,3005.942092
29.761255,50,3006.097659
36.467896,31,3006.097694
36.260014,34,3006.0977
40.799458,20,3006.253716
36.86882,24,3006.364003
13.41052,81,3006.470244
39.50253,23,3006.592624
-20.636442,154,3006.694377
25.963379,57,3006.81192
41.28853,18,3006.939027
34.149082,44,3007.060177
40.637268,22,3007.213995
30.388018,49,3008.198787
33.644375,44,3008.293378
36.93752,39,3008.425731
6.3206882,111,3008.425773
31.98621,70,3008.551939
16.428919,78,3008.551969
13.809712,82,3008.551974
-81.54976,200,3008.671668
42.01507,20,3008.67171
12.52912,72,3008.7769
41.17712,19,3008.912422
35.96455,33,3008.912455
5.7613654,123,3009.063322
24.446531,56,3009.216441
31.659544,43,3009.216486
40.125076,25,3009.360353
34.177967,36,3009.480999
40.442867,20,3009.588408
41.017815,28,3009.701621
11.582761,96,3009.845439
34.6436,32,3009.845481
-2.073291,118,3009.845487
-50.58844,159,3009.845491
2.1127646,99,3009.983228
33.951,37,3010.140893
36.167667,33,3010.140934
26.582916,58,3010.14094
17.111345,89,3010.257171
19.79841,83,3010.409069
29.232555,41,3010.409116
-78.259674,200,3010.521548
38.64089,23,3010.659313
37.67182,29,3010.659343
28.607933,50,3010.764714
24.946991,56,3010.88381
24.739433,65,3011.019027
18.928091,62,3011.019062
37.46446,30,3011.163975
34.598415,32,3011.164021
35.975616,32,3014.303314
33.79829,36,3014.423604
30.76228,50,3014.562737
40.1523,21,3014.562769
9.460377,98,3014.675639
2.3175921,112,3014.797233
39.058235,23,3014.920514
41.75448,19,3014.920549
16.318182,78,3015.064919
31.198118,44,3015.188657
34.513157,44,3015.188689
39.891907,23,3015.315009
10.548682,100,3015.418117
40.129215,20,3015.530755
29.625553,46,3015.665805
7.1150627,88,3015.810772
33.067955,50,3015.917804
34.083847,39,3016.031776
39.181156,25,3016.132943
-9.024553,142,3016.261184
41.437466,19,3016.26122
40.878357,20,3016.378891
35.51924,33,3016.510504
25.807177,52,3016.617885
29.896687,40,3016.617921
41.55968,20,3016.76934
33.4772,37,3016.885552
6.563124,105,3017.004213
38.121696,26,3017.15506
-93.87885,200,3017.265414
41.856853,17,3017.394611
40.4189,24,3017.50117
40.248875,26,3017.65073
25.798805,58,3017.650762
-20.099026,83,3017.777869
23.02825,58,3017.921272
30.818312,54,3018.072907
-8.65174,152,3018.072947
36.419598,27,3018.204973
4.645319,121,3018.325783
39.787163,23,3018.439632
34.799656,32,3018.568926
29.378822,50,3018.699842
34.004597,33,3018.850377
29.103209,41,3018.850432
39.664112,25,3018.971561
30.541954,55,3019.094007
38.382355,31,3019.213726
31.981905,35,3019.322515
13.693896,81,3019.475222
35.366386,33,3019.475256
39.817757,27,3019.577464
-0.204592,114,3019.690317
37.963547,28,3019.833614
35.930283,37,3019.968638
27.150555,66,3020.107844
15.763015,75,3020.229503
38.88532,20,3020.369426
39.13835,28,3020.507624
37.61443,29,3020.635192
9.406346,101,3020.635228
37.45595,29,3020.758449
-61.895237,157,3020.910591
36.32021,29,3020.91065
29.809582,60,3021.044586
37.220123,31,3021.149978
38.859825,27,3021.269445
21.83923,73,3021.395907
25.011988,61,3021.50367
22.983507,64,3021.618793
38.78119,32,3021.723899
13.948987,111,3021.848506
37.606075,30,3021.848549
17.51755,83,3021.953996
-6.096177,115,3022.12451
40.83491,22,3022.230692
32.192226,44,3022.376679
29.285563,49,3022.376719
30.759449,35,3022.376725
-77.23892,200,3022.37673
-86.884186,200,3022.536305
15.248187,89,3022.640672
38.368687,23,3022.76222
-76.98743,200,3022.872693
39.65062,22,3023.022326
31.659561,42,3023.125396
-98.415825,200,3023.261963
39.962723,21,3023.379204
34.66798,31,3023.516322
39.701477,23,3023.633513
-51.238636,199,3023.744446
25.674406,60,3023.85898
-55.031807,156,3023.98504
-3.3733387,136,3023.985089
35.064617,34,3024.091837
2.4590929,119,3024.24425
40.445766,20,3024.244287
35.204998,30,3024.367
26.089241,57,3024.48899
34.139256,40,3024.637705
38.842735,24,3024.775784
23.207075,64,3024.896514
39.80276,23,3025.043118
41.090084,20,3025.149237
8.54475,92,3025.26313
17.295942,85,3025.403284
-45.862114,133,3025.403321
32.90216,31,3025.54564
32.36949,42,3025.545673
43.5873,18,3025.66366
36.41054,32,3025.772451
39.27908,23,3025.892676
3.9445355,133,3026.008157
20.832352,62,3026.14088
15.26816,89,3026.239858
37.189922,29,3026.347599
41.385063,21,3026.465553
17.210653,84,3026.595918
30.190107,43,3026.595975
36.18823,34,3026.595981
33.18739,40,3026.736733
16.919666,87,3026.880851
25.640102,51,3026.995117
26.18593,41,3027.110401
31.403936,39,3027.110437
40.690525,18,3027.228293
-94.89545,200,3027.342498
-2.1592245,109,3027.444183
35.720455,28,3027.583155
-186.83223,200,3027.583191
36.184044,33,3027.583198
-9.143925,131,3027.583202
2.5642676,102,3027.748768
-7.612766,164,3027.853841
34.83405,28,3027.981385
41.50984,17,3027.981418
29.698448,50,3027.981425
29.0924,44,3028.093666
38.895737,26,3028.211715
-97.18964,200,3028.343988
-23.166939,104,3028.448911
36.22847,31,3028.560439
7.4901114,104,3028.6731
33.66751,37,3028.80938
37.926544,30,3028.92791
36.935596,26,3029.046789
30.684002,44,3029.152157
38.399967,26,3029.274442
37.68583,33,3029.405008
41.19661,26,3029.55577
36.540195,37,3029.676161
36.75701,39,3029.7967
32.096878,43,3029.899689
-3.730077,110,3030.029367
34.07538,34,3030.13036
22.495985,58,3030.279438
41.037388,24,3030.279472
11.802559,90,3030.280394
38.584118,28,3030.393944
33.981663,35,3030.498254
34.016113,32,3030.609213
7.788568,109,3030.722644
0.79721385,119,3030.842404
37.83831,29,3030.977734
39.408764,25,3031.107897
35.227142,39,3031.272279
38.711597,22,3031.414076
31.274328,48,3031.526603
20.061079,74,3031.647759
36.9582,25,3031.781791
37.32998,29,3031.912894
25.637596,64,3032.079551
35.84158,32,3032.079595
40.68397,22,3032.213235
33.720276,42,3032.213269
33.84486,37,3032.213276
32.790028,47,3032.324102
38.20078,30,3032.462602
38.100075,26,3032.576536
36.081562,34,3032.696139
20.206083,74,3032.806866
40.85083,18,3032.908617
39.755405,27,3033.014593
35.544525,26,3033.126296
7.462582,132,3033.22799
39.667225,20,3033.368309
2.6536114,110,3033.539736
12.865289,95,3033.681103
39.898926,23,3033.68114
36.390396,27,3033.681147
